Key,Timestamp,Event,User_Label
m,128294.45241948617,press,4
m,128294.54741948617,release,4
p,128294.57841948618,press,4
p,128294.68941948618,release,4
s,128294.71641948618,press,4
s,128294.79041948618,release,4
o,128294.80741948618,press,4
o,128294.95141948618,release,4
v,128294.96341948619,press,4
v,128295.09441948618,release,4
e,128295.11941948617,press,4
e,128295.24641948617,release,4
r,128295.27741948617,press,4
r,128295.42541948617,release,4
t,128295.44141948617,press,4
t,128295.49741948617,release,4
h,128295.52741948617,press,4
h,128295.65341948617,release,4
e,128295.68441948618,press,4
e,128295.78741948618,release,4
l,128295.81441948618,press,4
l,128295.88641948618,release,4
a,128295.90641948619,press,4
a,128296.05241948618,release,4
z,128296.07441948618,press,4
z,128296.14441948618,release,4
y,128296.16541948618,press,4
y,128296.27241948618,release,4
d,128296.29641948619,press,4
d,128296.41941948619,release,4
o,128296.43841948619,press,4
o,128296.52541948619,release,4
g,128296.5484194862,press,4
g,128296.61141948619,release,4
t,128296.6284194862,press,4
t,128296.77141948619,release,4
h,128296.79241948618,press,4
h,128296.84841948618,release,4
e,128296.87641948619,press,4
e,128296.94441948619,release,4
q,128296.97241948619,press,4
q,128297.0864194862,release,4
u,128297.1104194862,press,4
u,128297.23741948619,release,4
i,128297.2694194862,press,4
i,128297.3744194862,release,4
c,128297.39641948619,press,4
c,128297.4464194862,release,4
k,128297.47541948619,press,4
k,128297.59541948618,release,4
b,128297.61641948618,press,4
b,128297.68441948618,release,4
r,128297.71441948618,press,4
r,128297.81941948617,release,4
o,128297.83541948617,press,4
o,128297.93241948617,release,4
w,128297.95341948616,press,4
w,128298.06241948616,release,4
n,128298.07841948616,press,4
n,128298.13341948616,release,4
f,128298.15741948616,press,4
f,128298.21741948616,release,4
o,128298.23141948615,press,4
o,128298.30541948615,release,4
x,128298.33241948615,press,4
x,128298.39441948615,release,4
j,128298.40641948616,press,4
j,128298.53041948615,release,4
u,128298.55241948615,press,4
u,128298.63041948614,release,4
m,128298.64841948614,press,4
m,128298.70341948613,release,4
p,128298.73141948614,press,4
p,128298.87641948614,release,4
s,128298.90741948615,press,4
s,128299.00741948615,release,4
o,128299.02541948615,press,4
o,128299.15541948615,release,4
v,128299.17341948615,press,4
v,128299.27041948614,release,4
e,128299.29241948614,press,4
e,128299.37641948614,release,4
r,128299.40841948615,press,4
r,128299.53441948615,release,4
t,128299.55341948615,press,4
t,128299.69741948615,release,4
h,128299.72741948615,press,4
h,128299.83441948616,release,4
e,128299.84941948616,press,4
e,128299.98141948615,release,4
l,128299.99441948616,press,4
l,128300.06241948616,release,4
a,128300.08541948616,press,4
a,128300.17341948616,release,4
z,128300.18341948616,press,4
z,128300.24041948616,release,4
y,128300.26141948615,press,4
y,128300.40341948616,release,4
d,128300.43241948615,press,4
d,128300.51241948616,release,4
o,128300.54341948616,press,4
o,128300.66641948617,release,4
g,128300.68441948616,press,4
g,128300.79741948616,release,4
t,128300.81441948617,press,4
t,128300.91441948617,release,4
h,128300.93641948617,press,4
h,128300.98741948618,release,4
e,128301.00441948618,press,4
e,128301.07541948618,release,4
q,128301.08641948618,press,4
q,128301.18541948618,release,4
u,128301.20841948618,press,4
u,128301.27141948618,release,4
i,128301.29441948618,press,4
i,128301.35641948618,release,4
c,128301.38341948618,press,4
c,128301.45941948619,release,4
k,128301.47841948619,press,4
k,128301.56341948619,release,4
b,128301.5754194862,press,4
b,128301.6524194862,release,4
r,128301.6654194862,press,4
r,128301.75741948621,release,4
o,128301.77241948621,press,4
o,128301.85741948622,release,4
w,128301.89041948621,press,4
w,128302.00441948621,release,4
n,128302.03241948622,press,4
n,128302.17441948623,release,4
f,128302.19241948622,press,4
f,128302.33941948622,release,4
o,128302.35441948622,press,4
o,128302.47441948621,release,4
x,128302.49941948621,press,4
x,128302.62041948621,release,4
j,128302.6464194862,press,4
j,128302.78341948621,release,4
u,128302.8014194862,press,4
u,128302.89341948621,release,4
m,128302.9224194862,press,4
m,128303.0274194862,release,4
p,128303.0504194862,press,4
p,128303.1854194862,release,4
s,128303.2124194862,press,4
s,128303.35841948619,release,4
o,128303.3744194862,press,4
o,128303.4884194862,release,4
v,128303.5074194862,press,4
v,128303.6264194862,release,4
e,128303.6544194862,press,4
e,128303.7214194862,release,4
r,128303.7514194862,press,4
r,128303.8224194862,release,4
t,128303.8374194862,press,4
t,128303.9784194862,release,4
h,128304.0094194862,press,4
h,128304.1144194862,release,4
e,128304.1334194862,press,4
e,128304.2264194862,release,4
l,128304.2424194862,press,4
l,128304.3654194862,release,4
a,128304.3794194862,press,4
a,128304.4924194862,release,4
z,128304.5094194862,press,4
z,128304.6354194862,release,4
y,128304.6654194862,press,4
y,128304.7284194862,release,4
d,128304.7584194862,press,4
d,128304.8884194862,release,4
o,128304.9134194862,press,4
o,128304.9974194862,release,4
g,128305.0114194862,press,4
g,128305.0814194862,release,4
t,128305.1074194862,press,4
t,128305.24941948621,release,4
h,128305.26541948621,press,4
h,128305.3924194862,release,4
e,128305.4114194862,press,4
e,128305.4914194862,release,4
q,128305.50741948621,press,4
q,128305.56841948621,release,4
u,128305.5974194862,press,4
u,128305.6504194862,release,4
i,128305.6724194862,press,4
i,128305.81041948621,release,4
c,128305.84141948621,press,4
c,128305.94441948622,release,4
k,128305.95941948621,press,4
k,128306.09341948622,release,4
b,128306.11041948623,press,4
b,128306.18641948623,release,4
r,128306.20441948622,press,4
r,128306.33041948623,release,4
o,128306.34141948623,press,4
o,128306.40741948623,release,4
w,128306.42841948623,press,4
w,128306.51841948622,release,4
n,128306.53041948623,press,4
n,128306.60741948623,release,4
f,128306.61841948623,press,4
f,128306.74841948623,release,4
o,128306.76041948624,press,4
o,128306.88741948623,release,4
x,128306.90641948623,press,4
x,128307.05641948622,release,4
j,128307.08241948622,press,4
j,128307.17941948622,release,4
u,128307.20041948621,press,4
u,128307.2974194862,release,4
m,128307.32141948621,press,4
m,128307.4004194862,release,4
p,128307.42841948621,press,4
p,128307.57141948621,release,4
s,128307.6004194862,press,4
s,128307.6674194862,release,4
o,128307.7004194862,press,4
o,128307.8034194862,release,4
v,128307.8334194862,press,4
v,128307.9694194862,release,4
e,128307.9954194862,press,4
e,128308.08141948619,release,4
r,128308.09541948618,press,4
r,128308.16041948619,release,4
t,128308.19141948619,press,4
t,128308.32441948619,release,4
h,128308.3404194862,press,4
h,128308.45241948619,release,4
e,128308.4694194862,press,4
e,128308.5684194862,release,4
l,128308.6014194862,press,4
l,128308.70241948619,release,4
a,128308.72241948619,press,4
a,128308.8374194862,release,4
z,128308.8534194862,press,4
z,128308.9264194862,release,4
y,128308.9414194862,press,4
y,128309.08341948621,release,4
d,128309.10941948621,press,4
d,128309.19041948621,release,4
o,128309.21741948622,press,4
o,128309.28441948621,release,4
g,128309.31541948621,press,4
g,128309.37341948622,release,4
t,128309.39541948622,press,4
t,128309.47541948622,release,4
h,128309.50141948622,press,4
h,128309.60841948622,release,4
e,128309.63641948623,press,4
e,128309.76641948623,release,4
q,128309.78941948623,press,4
q,128309.87541948623,release,4
u,128309.90541948623,press,4
u,128310.02841948623,release,4
i,128310.04941948623,press,4
i,128310.12941948623,release,4
c,128310.16241948622,press,4
c,128310.25441948623,release,4
k,128310.27641948622,press,4
k,128310.38141948622,release,4
b,128310.40441948622,press,4
b,128310.48641948622,release,4
r,128310.51041948622,press,4
r,128310.64941948622,release,4
o,128310.66541948622,press,4
o,128310.71841948622,release,4
w,128310.74641948623,press,4
w,128310.83341948623,release,4
n,128310.84641948623,press,4
n,128310.95341948624,release,4
f,128310.98541948624,press,4
f,128311.04541948624,release,4
o,128311.06541948624,press,4
o,128311.19141948625,release,4
x,128311.20341948625,press,4
x,128311.34241948625,release,4
j,128311.35641948624,press,4
j,128311.45341948624,release,4
u,128311.47541948623,press,4
u,128311.53341948624,release,4
m,128311.54741948623,press,4
m,128311.62841948624,release,4
p,128311.63841948623,press,4
p,128311.72641948624,release,4
s,128311.75141948623,press,4
s,128311.87641948623,release,4
o,128311.89641948623,press,4
o,128311.95041948624,release,4
v,128311.97941948623,press,4
v,128312.08041948623,release,4
e,128312.09241948623,press,4
e,128312.17841948623,release,4
r,128312.20241948623,press,4
r,128312.31141948623,release,4
t,128312.32841948624,press,4
t,128312.43641948623,release,4
h,128312.45941948623,press,4
h,128312.58041948623,release,4
e,128312.60841948623,press,4
e,128312.73641948623,release,4
l,128312.74941948624,press,4
l,128312.85041948623,release,4
a,128312.88341948623,press,4
a,128312.95141948623,release,4
z,128312.96441948623,press,4
z,128313.04641948623,release,4
y,128313.07241948623,press,4
y,128313.21541948622,release,4
d,128313.23241948623,press,4
d,128313.30441948623,release,4
o,128313.32041948623,press,4
o,128313.43541948624,release,4
g,128313.44841948625,press,4
g,128313.50241948625,release,4
t,128313.52541948625,press,4
t,128313.59541948626,release,4
h,128313.62341948626,press,4
h,128313.74141948626,release,4
e,128313.77441948626,press,4
e,128313.88841948626,release,4
q,128313.90241948626,press,4
q,128313.97941948626,release,4
u,128314.00541948626,press,4
u,128314.15241948626,release,4
i,128314.17841948626,press,4
i,128314.24441948626,release,4
c,128314.25541948626,press,4
c,128314.37841948627,release,4
k,128314.39641948626,press,4
k,128314.46341948626,release,4
b,128314.47741948625,press,4
b,128314.55441948626,release,4
r,128314.57741948626,press,4
r,128314.72641948627,release,4
o,128314.74141948626,press,4
o,128314.83841948626,release,4
w,128314.86741948625,press,4
w,128314.93341948626,release,4
n,128314.96341948626,press,4
n,128315.04641948626,release,4
f,128315.07841948626,press,4
f,128315.14941948626,release,4
o,128315.17341948627,press,4
o,128315.26041948627,release,4
x,128315.28641948626,press,4
x,128315.38541948627,release,4
j,128315.40841948627,press,4
j,128315.46541948627,release,4
u,128315.49641948627,press,4
u,128315.57741948628,release,4
m,128315.59841948627,press,4
m,128315.73141948627,release,4
p,128315.75741948627,press,4
p,128315.81241948626,release,4
s,128315.84341948626,press,4
s,128315.96841948626,release,4
o,128315.98541948627,press,4
o,128316.08041948627,release,4
v,128316.09241948627,press,4
v,128316.21241948627,release,4
e,128316.23841948627,press,4
e,128316.35141948627,release,4
r,128316.36941948626,press,4
r,128316.47941948626,release,4
t,128316.49241948627,press,4
t,128316.61241948626,release,4
h,128316.64041948627,press,4
h,128316.76841948627,release,4
e,128316.78541948627,press,4
e,128316.86941948628,release,4
l,128316.88341948627,press,4
l,128317.00641948628,release,4
a,128317.02841948628,press,4
a,128317.16941948628,release,4
z,128317.19941948628,press,4
z,128317.28541948627,release,4
y,128317.31141948627,press,4
y,128317.39141948627,release,4
d,128317.41841948628,press,4
d,128317.53641948628,release,4
o,128317.55441948627,press,4
o,128317.70041948627,release,4
g,128317.72941948626,press,4
g,128317.81141948626,release,4
t,128317.82541948625,press,4
t,128317.95241948625,release,4
h,128317.98441948625,press,4
h,128318.10441948625,release,4
e,128318.13141948625,press,4
e,128318.25141948625,release,4
q,128318.27541948625,press,4
q,128318.36841948624,release,4
u,128318.40141948624,press,4
u,128318.52941948624,release,4
i,128318.54741948623,press,4
i,128318.64941948623,release,4
c,128318.66641948624,press,4
c,128318.73641948625,release,4
k,128318.75741948624,press,4
k,128318.80941948624,release,4
b,128318.83441948623,press,4
b,128318.94141948623,release,4
r,128318.97141948623,press,4
r,128319.08941948623,release,4
o,128319.10441948623,press,4
o,128319.25041948623,release,4
w,128319.26941948623,press,4
w,128319.39941948623,release,4
n,128319.41941948624,press,4
n,128319.48041948624,release,4
f,128319.50341948624,press,4
f,128319.64641948623,release,4
o,128319.66441948623,press,4
o,128319.71941948622,release,4
x,128319.74041948622,press,4
x,128319.84841948621,release,4
j,128319.86841948621,press,4
j,128319.95241948622,release,4
u,128319.97941948622,press,4
u,128320.04841948622,release,4
m,128320.06741948622,press,4
m,128320.20041948622,release,4
p,128320.21641948623,press,4
p,128320.32541948622,release,4
s,128320.34841948622,press,4
s,128320.45141948623,release,4
o,128320.48341948623,press,4
o,128320.57541948624,release,4
v,128320.60041948623,press,4
v,128320.74041948623,release,4
e,128320.75441948623,press,4
e,128320.84241948623,release,4
r,128320.85841948623,press,4
r,128320.92741948624,release,4
t,128320.95341948624,press,4
t,128321.01441948624,release,4
h,128321.04541948624,press,4
h,128321.15141948624,release,4
e,128321.17641948623,press,4
e,128321.31441948624,release,4
l,128321.34441948624,press,4
l,128321.48641948625,release,4
a,128321.50341948625,press,4
a,128321.58941948625,release,4
z,128321.62241948624,press,4
z,128321.75841948624,release,4
y,128321.77341948624,press,4
y,128321.86841948624,release,4
d,128321.88941948624,press,4
d,128321.98841948624,release,4
o,128322.01741948623,press,4
o,128322.11341948624,release,4
g,128322.12741948623,press,4
g,128322.24041948623,release,4
t,128322.25341948624,press,4
t,128322.34041948624,release,4
h,128322.35841948623,press,4
h,128322.49341948623,release,4
e,128322.51741948623,press,4
e,128322.57441948623,release,4
q,128322.60141948624,press,4
q,128322.73541948624,release,4
u,128322.75841948624,press,4
u,128322.90841948624,release,4
i,128322.94041948624,press,4
i,128323.03441948624,release,4
c,128323.06141948624,press,4
c,128323.15041948625,release,4
k,128323.17941948625,press,4
k,128323.29641948624,release,4
b,128323.30941948625,press,4
b,128323.44641948625,release,4
r,128323.46241948626,press,4
r,128323.52841948626,release,4
o,128323.55941948626,press,4
o,128323.64641948626,release,4
w,128323.65841948627,press,4
w,128323.74241948627,release,4
n,128323.75841948627,press,4
n,128323.87341948628,release,4
f,128323.90341948628,press,4
f,128324.04941948627,release,4
o,128324.08041948627,press,4
o,128324.17041948627,release,4
x,128324.20041948627,press,4
x,128324.31241948626,release,4
j,128324.33941948626,press,4
j,128324.48041948627,release,4
u,128324.49141948626,press,4
u,128324.63041948626,release,4
m,128324.65441948627,press,4
m,128324.78941948626,release,4
p,128324.81541948626,press,4
p,128324.90841948625,release,4
s,128324.92641948625,press,4
s,128325.05641948625,release,4
o,128325.08941948625,press,4
o,128325.19241948625,release,4
v,128325.22041948626,press,4
v,128325.32841948625,release,4
e,128325.35141948625,press,4
e,128325.40741948625,release,4
r,128325.44041948624,press,4
r,128325.51541948624,release,4
t,128325.52741948624,press,4
t,128325.60241948624,release,4
h,128325.61741948624,press,4
h,128325.71741948625,release,4
e,128325.73241948624,press,4
e,128325.82741948625,release,4
l,128325.85841948625,press,4
l,128325.96241948626,release,4
a,128325.99341948626,press,4
a,128326.07841948626,release,4
z,128326.10341948626,press,4
z,128326.19641948625,release,4
y,128326.21741948625,press,4
y,128326.35941948625,release,4
d,128326.38641948625,press,4
d,128326.52241948625,release,4
o,128326.53941948626,press,4
o,128326.67941948626,release,4
g,128326.70441948625,press,4
g,128326.75941948625,release,4
t,128326.78541948624,press,4
t,128326.87541948624,release,4
h,128326.88641948624,press,4
h,128326.94541948623,release,4
e,128326.97441948623,press,4
e,128327.05141948623,release,4
q,128327.06441948624,press,4
q,128327.14741948624,release,4
u,128327.17841948624,press,4
u,128327.26041948624,release,4
i,128327.27041948623,press,4
i,128327.40241948623,release,4
c,128327.42141948623,press,4
c,128327.54041948623,release,4
k,128327.56841948624,press,4
k,128327.65341948625,release,4
b,128327.67241948625,press,4
b,128327.75541948625,release,4
r,128327.78641948625,press,4
r,128327.90041948625,release,4
o,128327.91441948625,press,4
o,128328.00641948625,release,4
w,128328.02941948625,press,4
w,128328.11441948626,release,4
n,128328.13941948625,press,4
n,128328.26041948625,release,4
f,128328.28941948625,press,4
f,128328.39541948625,release,4
o,128328.42541948624,press,4
o,128328.51541948624,release,4
x,128328.54741948625,press,4
x,128328.62941948624,release,4
j,128328.65441948624,press,4
j,128328.79741948623,release,4
u,128328.81141948623,press,4
u,128328.89241948623,release,4
m,128328.91141948623,press,4
m,128328.99741948623,release,4
p,128329.02241948622,press,4
p,128329.08941948622,release,4
s,128329.11141948622,press,4
s,128329.18041948622,release,4
o,128329.19841948622,press,4
o,128329.34141948621,release,4
v,128329.3664194862,press,4
v,128329.42041948621,release,4
e,128329.4494194862,press,4
e,128329.54141948621,release,4
r,128329.56941948622,press,4
r,128329.65741948622,release,4
t,128329.68241948621,press,4
t,128329.80741948621,release,4
h,128329.84041948621,press,4
h,128329.9264194862,release,4
e,128329.9564194862,press,4
e,128330.0404194862,release,4
l,128330.07141948621,press,4
l,128330.19641948621,release,4
a,128330.22441948621,press,4
a,128330.30141948622,release,4
z,128330.32941948622,press,4
z,128330.41341948623,release,4
y,128330.43541948622,press,4
y,128330.51341948622,release,4
d,128330.52641948622,press,4
d,128330.58341948623,release,4
o,128330.59341948622,press,4
o,128330.65741948622,release,4
g,128330.68241948621,press,4
g,128330.73441948621,release,4
t,128330.7444194862,press,4
t,128330.8014194862,release,4
h,128330.8204194862,press,4
h,128330.9684194862,release,4
e,128330.9874194862,press,4
e,128331.12441948621,release,4
q,128331.1424194862,press,4
q,128331.23041948621,release,4
u,128331.2524194862,press,4
u,128331.3584194862,release,4
i,128331.3724194862,press,4
i,128331.4544194862,release,4
c,128331.48741948619,press,4
c,128331.5914194862,release,4
k,128331.6214194862,press,4
k,128331.76041948619,release,4
b,128331.79341948619,press,4
b,128331.86441948618,release,4
r,128331.87641948619,press,4
r,128331.94441948619,release,4
o,128331.96341948619,press,4
o,128332.05641948618,release,4
w,128332.08341948618,press,4
w,128332.15741948618,release,4
n,128332.16941948618,press,4
n,128332.23341948618,release,4
f,128332.26441948618,press,4
f,128332.37041948618,release,4
o,128332.38241948618,press,4
o,128332.49241948618,release,4
x,128332.51141948618,press,4
x,128332.60841948618,release,4
j,128332.62541948618,press,4
j,128332.71941948618,release,4
u,128332.73741948618,press,4
u,128332.82841948618,release,4
m,128332.84841948618,press,4
m,128332.95441948618,release,4
p,128332.98741948618,press,4
p,128333.10041948617,release,4
s,128333.11441948617,press,4
s,128333.26241948617,release,4
o,128333.27541948618,press,4
o,128333.37741948618,release,4
v,128333.39941948617,press,4
v,128333.45741948618,release,4
e,128333.47741948618,press,4
e,128333.54641948619,release,4
r,128333.57041948619,press,4
r,128333.62341948619,release,4
t,128333.6514194862,press,4
t,128333.74141948619,release,4
h,128333.77441948619,press,4
h,128333.89141948619,release,4
e,128333.91841948619,press,4
e,128333.9994194862,release,4
l,128334.0194194862,press,4
l,128334.09341948619,release,4
a,128334.10441948619,press,4
a,128334.19441948619,release,4
z,128334.21041948619,press,4
z,128334.2684194862,release,4
y,128334.2834194862,press,4
y,128334.37741948619,release,4
d,128334.3944194862,press,4
d,128334.5054194862,release,4
o,128334.5364194862,press,4
o,128334.60541948621,release,4
g,128334.6274194862,press,4
g,128334.6904194862,release,4
t,128334.7134194862,press,4
t,128334.7874194862,release,4
h,128334.80841948619,press,4
h,128334.86141948619,release,4
e,128334.87541948618,press,4
e,128334.93941948618,release,4
q,128334.96141948618,press,4
q,128335.04141948618,release,4
u,128335.05341948618,press,4
u,128335.19141948619,release,4
i,128335.20941948619,press,4
i,128335.35041948619,release,4
c,128335.3704194862,press,4
c,128335.47241948619,release,4
k,128335.49041948619,press,4
k,128335.5564194862,release,4
b,128335.57441948619,press,4
b,128335.71841948619,release,4
r,128335.7354194862,press,4
r,128335.7994194862,release,4
o,128335.82041948619,press,4
o,128335.9274194862,release,4
w,128335.9504194862,press,4
w,128336.0534194862,release,4
n,128336.0734194862,press,4
n,128336.1294194862,release,4
f,128336.1624194862,press,4
f,128336.2384194862,release,4
o,128336.25241948619,press,4
o,128336.3704194862,release,4
x,128336.39541948619,press,4
x,128336.48241948619,release,4
j,128336.50841948618,press,4
j,128336.63941948618,release,4
u,128336.66441948617,press,4
u,128336.74541948618,release,4
m,128336.77141948618,press,4
m,128336.88341948617,release,4
p,128336.90941948617,press,4
p,128337.02641948617,release,4
s,128337.04141948617,press,4
s,128337.16741948617,release,4
o,128337.18241948617,press,4
o,128337.25941948617,release,4
v,128337.29041948618,press,4
v,128337.41341948618,release,4
e,128337.43441948618,press,4
e,128337.52741948617,release,4
r,128337.53841948617,press,4
r,128337.64041948617,release,4
t,128337.66241948617,press,4
t,128337.74141948616,release,4
h,128337.75541948616,press,4
h,128337.84241948616,release,4
e,128337.87041948616,press,4
e,128337.96341948616,release,4
l,128337.99441948616,press,4
l,128338.12741948616,release,4
a,128338.14941948616,press,4
a,128338.23241948616,release,4
z,128338.25941948616,press,4
z,128338.37141948615,release,4
y,128338.38641948615,press,4
y,128338.46341948616,release,4
d,128338.49441948616,press,4
d,128338.57341948616,release,4
o,128338.60041948616,press,4
o,128338.70641948616,release,4
g,128338.73741948616,press,4
g,128338.82441948616,release,4
t,128338.85241948617,press,4
t,128338.92341948616,release,4
h,128338.94641948616,press,4
h,128339.07741948616,release,4
e,128339.10241948615,press,4
e,128339.18941948615,release,4
q,128339.21241948615,press,4
q,128339.29041948615,release,4
u,128339.31641948615,press,4
u,128339.39241948615,release,4
i,128339.41441948614,press,4
i,128339.49341948614,release,4
c,128339.51241948614,press,4
c,128339.64241948615,release,4
k,128339.66141948615,press,4
k,128339.80241948615,release,4
b,128339.82241948615,press,4
b,128339.89841948616,release,4
r,128339.90841948615,press,4
r,128339.97141948614,release,4
o,128339.99641948614,press,4
o,128340.10141948613,release,4
w,128340.12341948613,press,4
w,128340.24341948613,release,4
n,128340.26841948612,press,4
n,128340.38641948612,release,4
f,128340.40341948613,press,4
f,128340.46641948613,release,4
o,128340.49041948613,press,4
o,128340.60041948613,release,4
x,128340.62741948613,press,4
x,128340.70041948614,release,4
j,128340.71341948614,press,4
j,128340.81741948615,release,4
u,128340.85041948615,press,4
u,128340.93841948615,release,4
m,128340.96841948615,press,4
m,128341.04541948615,release,4
p,128341.05641948615,press,4
p,128341.17241948615,release,4
s,128341.19741948614,press,4
s,128341.30641948614,release,4
o,128341.33641948614,press,4
o,128341.46641948614,release,4
v,128341.47741948614,press,4
v,128341.59241948614,release,4
e,128341.60541948615,press,4
e,128341.74341948616,release,4
r,128341.75741948615,press,4
r,128341.80841948616,release,4
t,128341.82841948616,press,4
t,128341.93041948616,release,4
h,128341.95541948616,press,4
h,128342.10341948616,release,4
e,128342.13041948616,press,4
e,128342.22041948616,release,4
l,128342.23641948616,press,4
l,128342.30441948616,release,4
a,128342.33141948616,press,4
a,128342.40041948616,release,4
z,128342.41841948616,press,4
z,128342.56041948617,release,4
y,128342.59141948617,press,4
y,128342.67341948616,release,4
d,128342.68541948617,press,4
d,128342.78241948616,release,4
o,128342.80241948616,press,4
o,128342.88841948616,release,4
g,128342.91441948616,press,4
g,128342.99541948616,release,4
t,128343.02841948616,press,4
t,128343.11641948616,release,4
h,128343.13341948617,press,4
h,128343.27441948617,release,4
e,128343.29741948617,press,4
e,128343.41141948618,release,4
q,128343.44241948618,press,4
q,128343.55041948617,release,4
u,128343.56541948617,press,4
u,128343.66241948617,release,4
i,128343.68641948617,press,4
i,128343.78441948617,release,4
c,128343.80041948617,press,4
c,128343.85941948617,release,4
k,128343.87241948617,press,4
k,128344.00741948617,release,4
b,128344.03641948616,press,4
b,128344.09341948616,release,4
r,128344.10641948617,press,4
r,128344.24841948618,release,4
o,128344.27641948618,press,4
o,128344.34241948619,release,4
w,128344.36641948619,press,4
w,128344.4174194862,release,4
n,128344.4324194862,press,4
n,128344.56341948619,release,4
f,128344.59641948619,press,4
f,128344.68041948619,release,4
o,128344.6934194862,press,4
o,128344.7554194862,release,4
x,128344.7864194862,press,4
x,128344.9324194862,release,4
j,128344.9594194862,press,4
j,128345.0774194862,release,4
u,128345.0954194862,press,4
u,128345.1934194862,release,4
m,128345.20341948619,press,4
m,128345.3514194862,release,4
p,128345.37341948619,press,4
p,128345.50441948618,release,4
s,128345.52141948619,press,4
s,128345.6444194862,release,4
o,128345.6774194862,press,4
o,128345.75641948619,release,4
v,128345.78141948619,press,4
v,128345.91141948619,release,4
e,128345.94041948619,press,4
e,128346.03041948618,release,4
r,128346.05441948619,press,4
r,128346.1584194862,release,4
t,128346.1814194862,press,4
t,128346.27541948619,release,4
h,128346.29441948619,press,4
h,128346.37741948619,release,4
e,128346.4084194862,press,4
e,128346.46741948619,release,4
l,128346.49741948619,press,4
l,128346.61441948618,release,4
a,128346.63341948618,press,4
a,128346.69641948618,release,4
z,128346.71041948617,press,4
z,128346.76641948617,release,4
y,128346.79941948617,press,4
y,128346.93041948616,release,4
d,128346.95341948616,press,4
d,128347.08941948616,release,4
o,128347.10041948616,press,4
o,128347.15141948617,release,4
g,128347.17241948616,press,4
g,128347.31341948616,release,4
t,128347.32941948617,press,4
t,128347.44741948617,release,4
h,128347.46441948618,press,4
h,128347.58841948617,release,4
e,128347.60241948617,press,4
e,128347.72241948616,release,4
q,128347.73741948616,press,4
q,128347.85441948616,release,4
u,128347.88641948617,press,4
u,128348.03041948617,release,4
i,128348.05741948617,press,4
i,128348.14741948617,release,4
c,128348.17841948617,press,4
c,128348.32741948617,release,4
k,128348.35041948617,press,4
k,128348.44941948618,release,4
b,128348.46941948618,press,4
b,128348.56441948618,release,4
r,128348.57841948618,press,4
r,128348.65241948617,release,4
o,128348.66541948618,press,4
o,128348.74641948618,release,4
w,128348.77441948619,press,4
w,128348.87741948619,release,4
n,128348.88841948619,press,4
n,128348.96441948619,release,4
f,128348.98941948618,press,4
f,128349.08941948619,release,4
o,128349.1014194862,press,4
o,128349.1704194862,release,4
x,128349.1964194862,press,4
x,128349.2664194862,release,4
j,128349.2994194862,press,4
j,128349.4034194862,release,4
u,128349.42341948621,press,4
u,128349.50441948621,release,4
m,128349.51441948621,press,4
m,128349.58341948621,release,4
p,128349.60241948621,press,4
p,128349.69741948621,release,4
s,128349.72741948621,press,4
s,128349.83441948621,release,4
o,128349.84641948622,press,4
o,128349.95941948621,release,4
v,128349.98041948621,press,4
v,128350.06141948621,release,4
e,128350.08441948621,press,4
e,128350.17741948621,release,4
r,128350.19441948622,press,4
r,128350.24641948621,release,4
t,128350.27741948621,press,4
t,128350.42041948621,release,4
h,128350.44641948621,press,4
h,128350.53441948621,release,4
e,128350.5594194862,press,4
e,128350.6994194862,release,4
l,128350.7244194862,press,4
l,128350.7894194862,release,4
a,128350.8074194862,press,4
a,128350.8584194862,release,4
z,128350.8694194862,press,4
z,128350.9564194862,release,4
y,128350.98441948621,press,4
y,128351.05041948622,release,4
d,128351.07041948622,press,4
d,128351.20341948622,release,4
o,128351.22741948623,press,4
o,128351.35741948623,release,4
g,128351.38441948623,press,4
g,128351.48041948624,release,4
t,128351.50341948624,press,4
t,128351.58641948624,release,4
h,128351.61841948624,press,4
h,128351.75441948624,release,4
e,128351.78041948624,press,4
e,128351.92841948624,release,4
q,128351.94441948624,press,4
q,128352.03141948624,release,4
u,128352.04141948624,press,4
u,128352.15641948624,release,4
i,128352.18241948624,press,4
i,128352.28741948624,release,4
c,128352.30141948623,press,4
c,128352.36441948623,release,4
k,128352.38041948623,press,4
k,128352.51741948623,release,4
b,128352.53841948623,press,4
b,128352.61741948623,release,4
r,128352.65041948622,press,4
r,128352.76741948622,release,4
o,128352.79841948622,press,4
o,128352.90341948622,release,4
w,128352.93441948622,press,4
w,128352.99541948622,release,4
n,128353.00841948623,press,4
n,128353.06541948623,release,4
f,128353.08841948623,press,4
f,128353.20041948622,release,4
o,128353.22041948623,press,4
o,128353.35541948622,release,4
x,128353.37441948622,press,4
x,128353.50241948622,release,4
j,128353.51341948622,press,4
j,128353.61641948622,release,4
u,128353.64341948622,press,4
u,128353.77341948623,release,4
m,128353.80441948623,press,4
m,128353.91841948623,release,4
p,128353.93641948623,press,4
p,128354.00041948623,release,4
s,128354.02441948623,press,4
s,128354.17341948624,release,4
o,128354.20441948624,press,4
o,128354.26041948624,release,4
v,128354.28941948623,press,4
v,128354.41841948623,release,4
e,128354.43241948623,press,4
e,128354.53541948623,release,4
r,128354.55741948623,press,4
r,128354.67241948623,release,4
t,128354.68841948624,press,4
t,128354.80041948623,release,4
h,128354.81941948623,press,4
h,128354.91241948622,release,4
